xal;xal;;;"Kalmyk; Oirat";Individual;Living;Хальмг келн / Xaľmg keln;;
xho;xho;;xh;Xhosa;Individual;Living;isiXhosa;;
yao;yao;;;Yao;Individual;Living;;;
yap;yap;;;Yapese;Individual;Living;;;
yid;yid;;yi;Yiddish;Macrolanguage;Living;"ייִדיש, יידיש; אידיש";;
yor;yor;;yo;Yoruba;Individual;Living;èdè Yorùbá;;
zap;zap;;;Zapotec;Macrolanguage;Living;Diidxazá;;
zen;zen;;;Zenaga;Individual;Living;Tuḍḍungiyya;;
zgh;zgh;;;Standard Moroccan Tamazight;Individual;Living;ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ;Standard Moroccan Berber;
zha;zha;;za;"Zhuang; Chuang";Macrolanguage;Living;Vahcuengh / 話僮;;
zho / chi*;zho;;zh;Chinese;Macrolanguage;Living;"中文; 汉语; 漢語";;
zul;zul;;zu;Zulu;Individual;Living;isiZulu;;
zun;zun;;;Zuni;Individual;Living;Shiwi'ma;;
